source,task,ctx,trial_or_sample,policy,budget,sal_ms,gen_ms,tokens_per_sec,vram_sal_mb,vram_gen_mb
ruler,niah_single,4096,7,KiaOmni_σ8,512,3809.4,761.9,13.13,4967.1,4702.9
ruler,niah_single,4096,7,KiaOmni_Gaussian,98,3809.4,5339.8,15.36,4967.1,4611.1
ruler,niah_single,4096,7,KiaOmni_Gaussian,128,3809.4,686.2,14.57,4967.1,4617.8
ruler,niah_single,4096,7,KiaOmni_Gaussian,256,3809.4,698.3,14.32,4967.1,4646.1
ruler,niah_single,4096,7,KiaOmni_Gaussian,512,3809.4,761.0,13.14,4967.1,4702.9
ruler,niah_single,4096,8,FullContext,98,3842.4,2047.5,4.88,4967.2,5511.3
ruler,niah_single,4096,8,FullContext,128,3842.4,2047.5,4.88,4967.2,5511.3
ruler,niah_single,4096,8,FullContext,256,3842.4,2047.5,4.88,4967.2,5511.3
ruler,niah_single,4096,8,FullContext,512,3842.4,2047.5,4.88,4967.2,5511.3
ruler,niah_single,4096,8,BlockSal,98,3842.4,1162.3,14.63,4967.2,4610.7
ruler,niah_single,4096,8,BlockSal,128,3842.4,1570.9,15.28,4967.2,4617.8
ruler,niah_single,4096,8,BlockSal,256,3842.4,693.8,14.41,4967.2,4646.1
ruler,niah_single,4096,8,BlockSal,512,3842.4,771.2,12.97,4967.2,4700.9
ruler,niah_single,4096,8,SnapKV,98,3842.4,1229.3,15.46,4967.2,4600.2
ruler,niah_single,4096,8,SnapKV,128,3842.4,6301.4,15.55,4967.2,4601.4
ruler,niah_single,4096,8,SnapKV,256,3842.4,1050.1,15.24,4967.2,4607.8
ruler,niah_single,4096,8,SnapKV,512,3842.4,693.9,14.41,4967.2,4625.1
ruler,niah_single,4096,8,AdaSnapKV,98,3842.4,1124.4,15.12,4967.2,4619.8
ruler,niah_single,4096,8,AdaSnapKV,128,3842.4,6271.0,15.63,4967.2,4629.1
ruler,niah_single,4096,8,AdaSnapKV,256,3842.4,721.1,13.87,4967.2,4669.0
ruler,niah_single,4096,8,AdaSnapKV,512,3842.4,831.1,12.03,4967.2,4748.8
ruler,niah_single,4096,8,H2O,98,3842.4,1004.5,14.93,4967.2,4611.1
ruler,niah_single,4096,8,H2O,128,3842.4,6308.8,15.53,4967.2,4617.8
ruler,niah_single,4096,8,H2O,256,3842.4,697.7,14.33,4967.2,4646.1
ruler,niah_single,4096,8,H2O,512,3842.4,760.0,13.16,4967.2,4702.9
ruler,niah_single,4096,8,KiaOmni_σ8,98,3842.4,6310.1,15.53,4967.2,4611.1
ruler,niah_single,4096,8,KiaOmni_σ8,128,3842.4,665.7,15.02,4967.2,4617.8
ruler,niah_single,4096,8,KiaOmni_σ8,256,3842.4,691.8,14.46,4967.2,4646.1
ruler,niah_single,4096,8,KiaOmni_σ8,512,3842.4,768.6,13.01,4967.2,4702.9
ruler,niah_single,4096,8,KiaOmni_Gaussian,98,3842.4,6270.1,15.63,4967.2,4611.1
ruler,niah_single,4096,8,KiaOmni_Gaussian,128,3842.4,670.7,14.91,4967.2,4617.8
ruler,niah_single,4096,8,KiaOmni_Gaussian,256,3842.4,708.1,14.12,4967.2,4646.1
ruler,niah_single,4096,8,KiaOmni_Gaussian,512,3842.4,758.7,13.18,4967.2,4702.9
ruler,niah_single,4096,9,FullContext,98,3800.6,2172.4,5.52,4967.3,5511.6
ruler,niah_single,4096,9,FullContext,128,3800.6,2172.4,5.52,4967.3,5511.6
ruler,niah_single,4096,9,FullContext,256,3800.6,2172.4,5.52,4967.3,5511.6
ruler,niah_single,4096,9,FullContext,512,3800.6,2172.4,5.52,4967.3,5511.6
ruler,niah_single,4096,9,BlockSal,98,3800.6,1823.0,15.36,4967.3,4610.7
ruler,niah_single,4096,9,BlockSal,128,3800.6,799.6,15.01,4967.3,4617.8
ruler,niah_single,4096,9,BlockSal,256,3800.6,818.2,14.67,4967.3,4646.1
ruler,niah_single,4096,9,BlockSal,512,3800.6,889.7,13.49,4967.3,4702.9
ruler,niah_single,4096,9,SnapKV,98,3800.6,1896.8,15.29,4967.3,4600.2
ruler,niah_single,4096,9,SnapKV,128,3800.6,2294.0,15.26,4967.3,4601.1
ruler,niah_single,4096,9,SnapKV,256,3800.6,6314.5,15.52,4967.3,4608.9
ruler,niah_single,4096,9,SnapKV,512,3800.6,684.5,14.61,4967.3,4622.9
ruler,niah_single,4096,9,AdaSnapKV,98,3800.6,550.1,14.54,4967.3,4619.3
ruler,niah_single,4096,9,AdaSnapKV,128,3800.6,1464.5,15.02,4967.3,4628.6
ruler,niah_single,4096,9,AdaSnapKV,256,3800.6,847.7,14.16,4967.3,4667.9
ruler,niah_single,4096,9,AdaSnapKV,512,3800.6,986.5,12.16,4967.3,4746.6
ruler,niah_single,4096,9,H2O,98,3800.6,1157.2,15.55,4967.3,4611.1
ruler,niah_single,4096,9,H2O,128,3800.6,1312.8,15.23,4967.3,4617.8
ruler,niah_single,4096,9,H2O,256,3800.6,699.1,14.3,4967.3,4646.1
ruler,niah_single,4096,9,H2O,512,3800.6,890.9,13.47,4967.3,4702.9
ruler,niah_single,4096,9,KiaOmni_σ8,98,3800.6,1832.4,15.28,4967.3,4611.1
ruler,niah_single,4096,9,KiaOmni_σ8,128,3800.6,807.1,14.87,4967.3,4617.8
ruler,niah_single,4096,9,KiaOmni_σ8,256,3800.6,813.6,14.75,4967.3,4646.1
ruler,niah_single,4096,9,KiaOmni_σ8,512,3800.6,883.6,13.58,4967.3,4702.9
ruler,niah_single,4096,9,KiaOmni_Gaussian,98,3800.6,1814.0,15.44,4967.3,4611.1
ruler,niah_single,4096,9,KiaOmni_Gaussian,128,3800.6,806.9,14.87,4967.3,4617.8
ruler,niah_single,4096,9,KiaOmni_Gaussian,256,3800.6,816.1,14.7,4967.3,4646.1
ruler,niah_single,4096,9,KiaOmni_Gaussian,512,3800.6,906.0,13.25,4967.3,4702.9
ruler,niah_single,4096,10,FullContext,98,3895.9,2206.9,5.44,4967.5,5512.1
ruler,niah_single,4096,10,FullContext,128,3895.9,2206.9,5.44,4967.5,5512.1
ruler,niah_single,4096,10,FullContext,256,3895.9,2206.9,5.44,4967.5,5512.1
ruler,niah_single,4096,10,FullContext,512,3895.9,2206.9,5.44,4967.5,5512.1
ruler,niah_single,4096,10,BlockSal,98,3895.9,6180.7,15.86,4967.5,4610.7
ruler,niah_single,4096,10,BlockSal,128,3895.9,797.0,15.06,4967.5,4617.8
ruler,niah_single,4096,10,BlockSal,256,3895.9,811.9,14.78,4967.5,4646.1
ruler,niah_single,4096,10,BlockSal,512,3895.9,889.8,13.49,4967.5,4702.9
ruler,niah_single,4096,10,SnapKV,98,3895.9,1251.5,15.18,4967.5,4600.2
ruler,niah_single,4096,10,SnapKV,128,3895.9,2452.7,15.49,4967.5,4601.6
ruler,niah_single,4096,10,SnapKV,256,3895.9,605.5,14.86,4967.5,4607.6
